,Unnamed: 0,type,review,label,file
59931,59931,train,"I watched this despite the poor reviews, but found to my disappointment that they really weren't lying. The script, acting, pacing, effects, just about everything here is terrible. The script is at least so inane in places as to be funny, and the plot is sufficiently wacky that it raises a small level of gonzoid fun. But it is a pretty small level. There was potential here, but only realised in a very light sprinkling of interesting touches that keep the film from the lowest rating. The gore is tame, and far too sparse, but there are a couple of weirdly effective moments. Some ludicrous fx work too, sometimes funny. The setting is interesting, and the inhabitants of Hellgate put in some mildly effective if basically pointless appearances. There's just about enough here that it might be mindlessly entertaining to someone in a very altered state of mind. But it would take a lot to ameliorate the awfulness so in my opinion, beware.",unsup,1893_0.txt
28575,28575,train,"Just saw this film and I must say that although there was shown in the beginning some effort to produce a decent film, this was absolutely horrible -- but not in the sense that was intended I'm sure.<br /><br />It was like a child was directing this insult to intelligence with the belief that all would-be viewers are morons OR extremely hard up for entertainment OR both.... Thank God for fast forward! I can't imagine the type of viewer the producer had in mind when making this film. I mean, you have actors trying to be serious, albeit barely, and a script that cries for a total rewrite,.... I just can't say anymore. If Harlequin Romance decided to do horror films, this would be a good effort.<br /><br />If you found this movie to be entertaining, then I strongly suggest that you seek out some guidance as to the purpose of movies. There is MUCH BETTER fare out there. Join a club, READ REVIEWS, but above all, avoid crap like this.",neg,1969_1.txt
73118,73118,train,"I was four years old in 1977 and I saw ""Star Wars"" in the theater. Let me be very clear: I'm a huge SW fan, but that doesn't mean that I see the prequel trilogy as a great experience in movie-making. I do, however, believe that ""Clone Wars"" is simply excellent. The animation style, the pacing, the story. It's all there.<br /><br />My jaw dropped when Anakin and Ventress fought on Yavin IV for the very simple fact that they were fighting in a thunderstorm. No one has ever visualized the simplicity of a lightsaber battle where raindrops are hitting the blades and sizzling as soon as they make contact. That one idea shows to me that the animators are looking for something beyond the typical SW experience, and they found it.<br /><br />Yes, you do have to get used to the visuals, as they do look like ""Samurai Jack"" (but, being a ""Samurai Jack"" fan, I think that's a good thing). And, if you watched them as they originally aired, you had to watch them in five minute increments for Volume One and 20 minute increments for Volume Two, which could throw you off in terms of the pacing (though, again, I thought they did it very, very well and that the way the chapters aired made perfect sense).<br /><br />In the end, there is a 120+ minute SW movie (basically Episode II and 1/2) between the two volumes of the DVDs. It shows Anakin and Padme's romance in ways that Lucas couldn't get across, it allows us to see Anakin become a Jedi Knight, and it gives some great insight into not only the prequel trilogy but also the classic one.<br /><br />If you even have the slightest interest in SW, these two DVDs are time and money well spent.",unsup,30807_0.txt
28996,28996,train,"First, let me state that I am a big fan of Ashley Judd; that's why I was curious to check out this, her debut role. No argument that her talent is apparent and her performance excellent. I guess I can also see how the professional critics liked the aesthetic content of the story. However, I like to think that movies are meant to entertain us and that is where this movie fails.<br /><br />By the halfway point, I found myself thinking, ""How much longer do we have to watch a bored shop girl, idly standing around a deserted souvenir shop, rearranging the merchandise?"" It seemed to go on forever!<br /><br />Then, I thought, maybe this is one of those movies where the director tries to lull the audience into a relaxed state before hitting them with some dynamic event. No such luck. The movie continues it's bland, boring, uneventful story all the way to the end.<br /><br />I'm not saying this because I'm an action-junkie. I like all kinds of movies, especially romantic-comedies. But I expect to be entertained.<br /><br />Add the fact that the cinematography and sound quality are comparable to your neighbor's bad home movies. Depressing!<br /><br />I just don't get how anyone could like this movie. Zero-entertainment value. The longest 114 minutes of my life.<br /><br />",neg,2347_1.txt
60133,60133,train,"""All My Sons"" is one of those disappointing films that goes far enough in a certain direction to become somewhat interesting but doesn't really follow these ideas to any kind of meaningful or even dramatically satisfying conclusion. To how much of an extent that was the fault of the original work by Miller and how much was due to the changes by the screenwriters it's impossible for me personally to judge because I'm not familiar with the material. But regardless of the reason, in my opinion it doesn't add up to a particularly good film.<br /><br />Chris Keller (Burt Lancaster) is the somewhat disillusioned son of an industrialist, Joe Keller (Edward G. Robinson) who happens to be in love with the daughter of his father's former business partner (Howard Duff), Ann Deever (Louisa Horton). What could have been a rosy small town setup however has been sent off the tracks by a criminal investigation into the war-time practices of the company, which was accused of passing off defective parts which ended up killing American pilots Â? Ann's father has been sent to prison for a crime that it becomes increasingly obvious was probably just as much Edward G's character's fault.<br /><br />The great weakness of this film is that it's completely obvious that his character is the guilty one. Otherwise there would be no story at all. And a moral dilemma should really have more weight than this one. Should Keller have rejected the defective parts, even if it meant shutting down his plant? Obviously he should have rejected them, so there's really no dilemma. The film tries to convince us that his plant would have been forced out of business if he had rejected them, and yet at the same time shows us that his business was booming during the war. This makes the economic element of the dilemma unconvincing. And even if we did believe that he had to choose between rejecting the parts and closing his plant, his speech about how hard he's struggled to create this legacy for his children hardly inspires me to empathy with his ""plight"".<br /><br />As if to quash any last possibility of compelling drama, the film's eventual conclusion focuses on a letter from Chris' brother, who died in the war. His letter, which the film implies should be like an earthquake of drama shaking this family, is instead predictable and its tragic consequences are also predictable.",unsup,19120_0.txt
95507,95507,train,"***SPOILERS*** ***SPOILERS*** ***SPOILERS*** I did not actually have a high expectation for this movie, thinking it will be just another scary flick with lame looking zombies. But after watching this movie i must say the scares were quite refreshing as in they were not your standard kind of horror. Overall i'll say its pretty good. And i like the way milla jovovich (did i get that right?), played her role, that confused, apprehensive but yet calm and controlled kind of action figure you would find in the game. but i must say the role played by Michelle Rodriguez WAS HORRIBLE....it was super irritating the way she played the role, perhaps the director wanted it that way or it was the actress who made her role suck so bad i dunno, but the way she spoke and the way she TRIED to look unfriendly and bitchy really irritates me. She like a small child acting smart and have that ""know it all"" look in the film. Well dun let that spoil your enjoyment of the film. (SPOILER AHEAD!!!!!!!!!!!!!!!) And lucky she died so we will not see her in the sequel (hopefully.)",unsup,5958_0.txt
90639,90639,train,"I have never seen a worst movie. We read a review of this, my boyfriend and I, on Somethingawful.com, and laughed so hard.<br /><br />But NOTHING could prepare us! You will NEVER find a more incoherent, absurd, stupid, and mind-numbing movie than this one! Our friend picked it up at a video store, and gave it to us after he watched it. It was like having a root canal for the whole movie, but we sat through it and gave it all we had.<br /><br />We have seen the worst mankind has to offer. The plot makes no sense. It's fragmented and is incoherent at BEST. Though the fake 'D&D' sessions make any real gamer laugh, there's nothing to laugh at in this movie.<br /><br />AvP looks like Hamlet compared to this piece of filth.",unsup,46577_0.txt
5366,5366,test,"'R Xmas is one of the only films I've seen where I can almost say that simply nothing happens.I felt as though I watched a drug dealing middle- class couple,with child,walk around,eat,smoke,converse(excuse me,swear)through most of the film.And I don't believe I'm missing the point.I think this film was well directed,well acted(although the husband's performance was rather wooden),and the constant feeling of impending doom around every corner certainly kept the viewer involved.But when the dust clears,your left with zero(just a boat-load of fade outs).I didn't want car chases,gun violence,beatings,etc.In fact,I'm sick of violence.But my goodness,let's at least get a bit deeper into all these characters(let's get to know each of these corrupt officers a little better-not just show glancing shots of them as street thugs).Why was the dialogue so juvenile? Everyone spoke as if they were in junior high.I believe even this side of our human race can say something other than fu_ _,sh_ _,etc.The pacing and the storyline of 'R Xmas I found quite interesting,but the execution was plain and simple-empty.4/10",neg,3580_4.txt
10423,10423,test,"I unwittingly walked into this ""trap"" of a movie.<br /><br />If I could turn back time or simply get a refund I would be happy.<br /><br />It was 7:30pm and Cinderella Man didn't start until 10pm so I rushed into the theater to catch the movie that started at 7:20pm...and I dare say God reached out his hand (or retracted it) and allowed me to punish myself for my film gluttony by sitting in for this film.<br /><br />It may be unfair to criticize a movie that was not targeted at my heterosexual male cohort, however, there is no excuse for lousy sound and video editing. This movie was at most worthy of a highschool project budget...and I think I've seen better in those play acting French shorts that we used to do about Louis Laloupe.<br /><br />Maybe it's because I'm Canadian and this film was for the LA fudge-packing crew and their sympathizing dames. Woe was me when I realized that then entire audience save me cracked up at all the jokes and entendres...I fully understood the hinted humor...but I just could not relate.<br /><br />This show did show me, supposedly, how Gay men date and build relationships. However, even if it was their purpose of the movie, I feel that the ""Gayness"" was focused on too heavily....the humanity seemed lacking....but again, maybe that was the point...simply to be avant-gard...and to make a splash.<br /><br />I guess with a low budget and poor equipment, you have to make your movie as ""loud"" as possible in order to get crowds and cash return. I really wish I had simply read my Sheldon Van Auken instead. Hehe...I was totally the wrong audience.",neg,8131_1.txt
68905,68905,train,"There is nothing worse than this so called reality TV Show, quite frankly I would rather watch the Telletubies.<br /><br />The contestants chosen are normally very annoying, very boring or just think they're God's gift on earth. Having said all this occasionally you get some good contestants, including Jon Tickle, Shiabaz and my all time favourite house mate Eugene.<br /><br />When it first started it was reality, but now people are just coming in being people completely different to what they actually are. There is too much of contestants coming in half way through, contestants coming back, there's too many tasks. Please, Channel 4 don't do another series",unsup,27015_0.txt
69017,69017,train,I first watched this film in an Early Modern European history course and it blew me away. As a film buff it's interesting. It's a lot like a silent film (i.e. Griffith) with all the narrative frames in between each scene. As a socialist I find this film invaluable as a gateway to Winstanley's writings. He was truly a man ahead of his time.,unsup,27116_0.txt
69253,69253,train,"An escaped convict protects a widow from greedy land developers who want the property for something. Along the way the escaped convict falls for the widow and becomes a father figure for her two children. I want to make this clear, I quite enjoy Jean-Claude Van Damme and his movies, I recommended Bloodsport,Kickboxer and Universal Soldier. However Nowhere To Run is just an awful movie. When Jean-Claude Van Damme interacts with Kieren Culkin and the little girl, I just cringed. Even cringed more when Jean-Claude made passes towards Rosanna Arquette. Indeed there is a very awkward moment where Rosanna Arquette and the daughter in the movie discuss Van Damme's penis size at the dinner table, which then has Kieren Culkin all happy that his mom has seen Jean-Claude's penis. Yecch! It's all just cringe worthy material. With melodrama so leaden in sentiment that it made me want to throw up. Add on a sappy ending and you have what ranks as one of Jean-Claude's worst movies.<br /><br />* out of 4(Bad)",unsup,27329_0.txt
59382,59382,train,"If you thought that 'Little Red Riding Rabbit (1944)' was an offbeat adaptation of the fairy-tale, then you haven't seen nothing yet. Tex Avery's 'Red Hot Riding Hood (1943)' opens in the usual fashion, but, after that, any resemblance to any known fairy-tale character, living or dead, is entirely coincidental. The Wolf baulks at having to play the one-dimensional bad guy for the hundredth time, and threatens to quit if the animators can't come up with anything original; Red Riding Hood and her grandma agree with him. So Avery throws together 'Red Hot Riding Hood,' an adult cartoon set in the big city Â? the Wolf is a sex-crazed womaniser, Red a knockout nightclub dancer, and Grandma a libidinous old lady with her own high-rise penthouse. Yes, I warned you this one was different! Somebody must have forgotten to inform Avery that he was producing cartoons for children, since there's actually little to laugh at for anybody who isn't yet acquainted with the birds and the bees.<br /><br />However, for those of us who have surpassed that particular checkpoint, 'Red Hot Riding Hood' is very funny. The sheer audacity of a children's cartoon about sex Â? particularly given the typically innocent and wholesome image of Little Red Riding Hood Â? is something to be applauded. When Red first appears on stage, tossing aside her outfit to reveal a decidedly immodest red costume, I was genuinely taken aback, and then felt somewhat ashamed of myself. No doubt the animators in 'Who Framed Roger Rabbit (1988)' used Red as a template for the similarly alluring Jessica Rabbit. Also worth noting is that 'The Mask (1994)' directly referenced 'Red Hot Riding Hood' in the scene where Jim Carrey wolf-whistles (in the full sense of the word) Cameron Diaz during her nightclub performance Â? I'd never realised this. The interaction between Wolf and Grandma is more conventional than the rest of the film, but still enjoyable. For fans of Tex Avery and MGM cartoons, this one is essential viewing.",unsup,18445_0.txt
20813,20813,test,"Perhaps one of the first slasher film that came out after Halloween (Although made from Irwin Yabalans from Halloween), I must say I honestly found ""Tourist Trap"" to be scarier and funner. ""Tourist Trap"" is one of those remarkable treats you find every now and then, and are left with the most enjoyable feeling of surprise. It was destiny I tell you, but one night I was at my local Blockbuster (One or Two months before it went out of business), and had nothing to get. Then I stumble upon this movie, I think huh seems like a laughable B-Movie, I rent it and took it home, boy was I in for a good scare. ""Tourist Trap"" comes off as a bad movie, it definitely has it's cheesy moments,but in the end you're having to much fun with it to really care.<br /><br />The things that impressed me the absolute most, and the things that made this movie one of the scariest ones I've seen, is number one the setting. A horror movie without a good setting isn't very fun, not here. I just love love love the location, it feels like we can relate to it, it almost feels like we've been there before. Which makes it creepier. Next is the characters, non of them are really stereotypical, and they all have a real personality. For example they're not stoners, alcoholics, or even Sex obsessed people, they feel like normal young adults. Plus they look realistic enough, and then their is Chuck Connors. Who gives a great performance as Mr. Slausen who we all take an instant liking too because again he's so real, he feels like that nice guy grandfatherly figure we adore. The last, and probably most important thing that makes this movie scary is how they make us (the audience) jump half way out of our seats, and turn on the rights, for the right reasons. For example most of the time in horror films we mainly just jump because of a sudden change in the music pitch, but in ""Tourist Trap"" prepare yourself, that's not the case. With it's perfect use of lighting, mannequins, and weirdness you feel utterly creeped out. Plus I love because although they may go a bit over-the-top with some things you still feel like this could happen. Which is exactly what a horror movie who takes such a ridicules premise should do, and that is make us (the audience) feel unsafe and terrified.<br /><br />Overall as far as any major problems go, I have none, only that it's weirdness may get a little too weird at times. However in the end ""Tourist Trap"" holds a place near and dear to my heart, for being one of the few horror films to make me turn on the lights and feel unsafe about traveling.",pos,6232_9.txt
1736,1736,test,This movie is really bad. Most of it looks like it was filmed either in a park or a basement. There's a giant spider but all we see of it is one leg. There are some worms that live in a cave that are just cheap sock puppets with cardboard teeth. And the plot is a bunch of post-apocalyptic mumbo jumbo that makes no sense at all. The whole thing is just laughable.,neg,11563_1.txt
81217,81217,train,"First of all, a question to you - have you ever seen any of Yossi Wein movies? If no, then you might end up liking ""Merchant of Death"". Michael Pare looks tough enough, portraying a likable hero, and Linda Hoffman in my opinion? is very cute looking doctor, who is trying to help Pare with his problems.<br /><br />Now, if you are familiar with Y. Wein's work.... you'll probably be angry as hell, and end up throwing your notebook away or breaking your DVD player in half. Because about 40-45% of this movie is EDITED from 4-5 other Yossi Wein movies. I kid you not. Footage from Cyborg Cop 3 (1996), Cyborg Cop (1993), Project Shadowchaser 4 (1996), Warhead (1996) and Never Day Die (1994) was used for almost ALL action scenes, except for those when we see Pare running / shooting or talking.<br /><br />I don't know whether this was done because of budget constraints, or pure laziness, but i was really upset with this effort. They probably could afford Michael Pare for only 1-2 days, so they shot the needed scenes and added everything else later. Due to bad editing, you can actually see other actors (Frank Zagarino from Shadowchaser 4 footage, B. Genesse in a car chase from Cyborg Cop 3, old warehouse shootout from Cyborg Cop, etc) in the footage used here. So, if you haven't seen any of the movies mentioned here, you will probably like this no-brainer. Otherwise, please avoid it.",unsup,38097_0.txt
20541,20541,test,"I love foreign films and this is among the best. I tend to not see this as a comedy as it is listed and find it a commentary on how we see others around us. Firmine the lead in the film is not regarded must as she is a domestic in a large firm and people say and do things around her all the time that they otherwise would not say in front of others.<br /><br />This leaves her with a bevy of information that can make or break the mere mortal. :) This actress is wonderful as this character and it is a poignant tale. There is an underlying tale and almost many stories within the story in this film. I just hope that if someone does decide to make an American/English version of this film it is not the vein of Three Men and a Baby that would definitely do a disservice to this FILM, A must see.....",pos,5989_10.txt
125,125,test,"Hey guys and girls! Don't ever rent, or may God forbid, buy this piece of garbage. I have rarely seen a film in any genre as bad as this one. The acting is actually worse than me and my friends did when we were 7 and in the 1.grade had to act in front of all parents and siblings. In fact, we would have been taken up to evaluation for the Oscars, if we were to be compared to the actors in Darkhunters. The story is terrible, the makeup is terrible, the filming is terrible, the set is terrible, the directing is terrible, etc. I can't actually find ANYTHING worth the money spent to see this film.. Maybe except all the cats, which my girlfriend thought were kind of cute. Please, use your money on other things than on this film.... I couldn't even see the last 15-20 minutes of the film, it was that terrible.. If anyone really liked this film, I would REALLY like to hear from you, and I will try to see if I can get you some counseling at a psychiatrist's office near you..<br /><br />0 out of 10, actually below if possible.. Not worth the DVD or tape it is on..",neg,10112_1.txt
42709,42709,train,"""Descent."" Yeah. Boy... I haven't seen anything this powerful and scintillating since Bruno Dumont's, ""Twentynine Palms"" (2003). (By the way this film is not to be confused with another fairly recent pic about the topic of ""female empowerment,"" ""THE Descent"" (2005), directed by our Splat Pack friend, Neil Marshall, who also happens to be a major talent his own right.) But getting back to this ""Descent,"" the NC-17 rated (uh-oh) effort on which the lovely Ms. Dawson takes a producer's credit (congratulations) and directed by Talia Lugacy (strong chance that's not a real name), as good as it is (in moments), it will not be appreciated by most lay people out there because the script is pretty flawed. As a producer, you really have to tighten up that script. Of course, in the premise alone, you have the promise of rising conflict, but there still lies the task therein of accomplishing rising conflict.<br /><br />At times, this thing plays like an interesting piece of experimental theater and, well, I guess I'll let the others who've already commented here speak to the boringness of it, namely that which occurs in the second act -but find me a second act that isn't boring? There's also this Catch 22 that goes along with these quasi-independent films like ""Descent"" in which Rosario happens to be attaching herself to and leveraging her ""fame-identity"" to get a script into production that would, under usual circumstances, not get made at all while at the same time she is basically a miscast in the film's leading role. Rosario Dawson is gorgeous and, apparently, you can shoot this girl from just about any angle all day long, but, oh, wow-wee, how fast the time just slips away: Rosy ain't no undergraduate no more. That's part of the confusion about the screenplay: ""Is she a graduate student? A TA? No, graduate students don't really have these type of qualms with football players, do they?"" Again, if you are Rosario Dawson, Executive Producer, that's the one of many, many aspects to the professional film process you'll have to think about as you embark on this wonderful new role in your film career. And if you don't have the answer to why you're movie isn't convincing, let me tell you: there is a boatload and a bevy of vivacious, well-qualified, undergraduate aged talents, pining to get involved in the business, who might have nailed that lead character down, all the while, looking just as darn good as you know who; but unfortunately without Ms. Dawson -no Honey, NO money. I have to say, the camera department did an outstanding job, however, because this film is really well shot (i.e. lit) in all its dreary/dreamy darkness. The nightclub scenes look wonderful; one can tell all those music videos are starting to pay off and the play with time... The shooting/framing is all quite excellent which makes the picture a rewarding watch.<br /><br />""Descent"" is good not great. However, I have a feeling, thanks to NetFlix, this movie will find a life of its own. I hope this group continues making films. If you're into experimental American film-making, cinematographic imagery of implausibly well formed college studs (or male model drop-outs) in their early twenties, or if you're an undergraduate, just plain angry at the hormonally aggressive young men that comprise less than half of your American university, ""Rosario Dawson's Descent"" might be your flavor of RockaRoll.",pos,3439_9.txt
24043,24043,test,"""They both believed that a hidden sentiment has unified them. This certitude is beautiful,but the incertitude is more beautiful. They believed that they had never been met.Nothing has happened between them.But those roads,those stairs,those corridors for all that time they could have been met."" Although it did not mean to be,it was a swan song.Two young people,who are neighbors and have never been met,are found in the same places,the same times,doing most of the times the same things.They finally meet in the dramatic and very brilliant end that brings them together.Meanwhile the woman has met an old man.Their relation is brotherhood-like.He told her his life.It was like the young one's but with better prospectives.The young man can do whatever the old man has not lived.He can be happy with the woman. The ending is exceptional.There is a ship wreck.The only survivors are the heros of the ""Three colors"".The man and the woman finally meet.The scene lasts a few seconds.The woman there looks like the photo she had taken for an ad in the beginning of the film;sad in a red fond.""But every start is only the continue.The book of the life is opened in the middle.""",pos,913_10.txt
86547,86547,train,"If you read my review of ""Married with Children: The E! True Hollywood Story"" you already know that I hold that to a higher standard than this and for good reason. While that was actually informative, compelling, and highly watchable for even the most casual and hardcore fan alike. This is just taking heads with a lot of clips of past Married shows. No thought went into it whatsoever and it was supremely boring and tedious. Any TRUE fan of this brilliant show was let down to no end with this lame, lackluster special. Go watch the E! one (if you can track it down). This one is highly more accessible as it's an extra on the Season 1 set of the show, but it's vastly inferior.<br /><br />My Grade: D-",unsup,42894_0.txt
40130,40130,train,"I had the TV on for a white noise companion and heard"" $400 for a fully furnished apartment"" So I ran into the TV room expecting another 70's flick and got much more. Luckily, I could rewind to the beginning (DVR buffer) and hit the record button to watch it entirely.(Cinemax uncut and in HD no less!) Aside from some holes in the story and intermittent improbable dialog/events, this is an effective thriller worthy of your time to watch. Pretty creepy and progressive at times: Beverly D'Angelo's character masturbates in front of Alison Parker, played adroitly by Cristina Raines, Parker stabs, in very gory fashion, her father, an explicit menage a trios scene.( don't let the kids watch) The film is TOTALLY 70's full of bad clothes(polyester suits and tacky ascots) and decor, bad hair,over bloated music score, and familiar looking cinematography. The cast is excellent, take a second on this film's home page to check it out.It was a surprise to see Christopher Walken, Jerry Orbach and Jeff Goldblum so young. Sylvia Miles- always wonderfully creepy! ENJOY!",pos,12368_8.txt
22617,22617,test,"This movie is not what it appears to be. Clint Eastwood is not Dirty Harry or a ""cowboy"" here. The movie's appeal comes from its careful manipulation of atmosphere and theme. It's a Gothic tale set in the Civil War and as such all the film's ""action"", or lack thereof, takes place inside a house populated by Southern Belles of all ages and shapes.<br /><br />The horror comes from viewing the whole story through the eyes of the Clint Eastwood character. Seeing him stranded in the house and held captive by the women is a very ""beguiling"" experience indeed. And who is ""beguiled"" here exactly? Are the women beguiled by Eastwood's incredible looks? Are we, the viewers, beguiled by both his sexual allure and the potential deviant sexualities it unleashes? Or does ""beguiled"" refer to what the director does here-- holds us enthralled for a short space only to (maybe)let us go? Don Siegel does all of the above in one of the most memorable and disturbing films I had the pleasure of watching.",pos,7857_10.txt
86874,86874,train,"But despite the sometimes overly violent scenes, I think it great that the show is marketed towards little tots like my nephews because only children that age can be naive enough not to read into the wise-cracking and very subjective manner of the show. Okay the main idea is; Martin Mystery (the title character) and his step-sister Diana take assignment orders from their M.O.M. (Mistress of Mysteries) via a secret center. Upon receiving their new assignments each new episode, the duo go about fighting the glob goo spewing vermin that threaten the earth, but not before Martin ruins any new experiment M.O.M. is working on in her office each time they arrive to take their assignment. In one episode, Martin decides to go snooping around the center and in the process awakens a giant cave man whom they soon name ""Java"" (after Java man of course) and teach him the ways of the new world as they add him as a new member of their team.<br /><br />Reasons you might now want children under the age of ten watching include: <br /><br />1. Incest - There's this weird unshakable feeling of incest going on between Diana and Martin, IMHO. <br /><br />2. Violence - Diana physically assaults Martin in nearly every episode.<br /><br />3. Ignorance - The writers tend to be ignorant about other people's cultures, therefore reinforcing negative stereotypes.<br /><br />4. Frightening Images - some of the monsters the siblings have to fight can be unnerving and not to mention, scary! <br /><br />Just to mention a few. It airs on Nicktoons in the US.",unsup,43188_0.txt
53895,53895,train,"How easy is it for desperate youngsters to become dangerous gangsters in a decaying society washed all over by the blood of war? Fairly easy indeed. Rane shows incidents, probably somewhat facts, that took place in Serbia of the war era. Things similar to what you see on this film could happen virtually everywhere, but this film gives a very Yugoslavian feeling to everything. Yugo style mafia, Yugo style murder, and all that. Revolting politicians and their greed are to blame, not only the desperate young men who lose their reasoning while trying to be someone. The film and the casting is overall successful, and it's so very Serbian. I recommend it to anyone who.. well anyone who likes a good film. But don't expect anything American style on this one, as I say it's Yugo to the bone. 9/10.",unsup,13506_0.txt
86182,86182,train,Hi folks<br /><br />Forget about that movie. John C. should be ashamed that he appears as executive producer in the credits. bon jovi has never been and will never be an actor and the FX are a joke.<br /><br />The first vampires was good ... and it was the only vampires. This thing here just wears the same name.<br /><br />Just a waste of time thinks ...<br /><br />JAKE Scorpio,unsup,42565_0.txt
82709,82709,train,"Nowhere is the type of film that you either get and love, or don't get and hate. Aside from it's brilliantly artistic cinematography and art direction, it's a pretty accurate representation of life as a modern-day adolescent. As strange as this comment may seem, it does hold true. The events presented are, in fact, realities of the lives of today's young people: sex, drug use, suicide, and mental illness are all dealt with in some way or another. For some, it is truly like being on acid. For those of us that have blocked out the traumatic parts of growing up, then it is understandable why you don't understand this movie. The way each issue is presented is the genius of the art: Each character and their emotional impact is presented artistically as well as dramatically. Although the entire movie is not relevant to everyone, I would strongly suggest watching it for at least the artistic merit. Even if you don't understand it or it doesn't apply to you, understand that it is relevant to some.",unsup,3943_0.txt
41304,41304,train,"I think I truly love this film . ""Prix de Beaute"" was originally a silent film but later dubbed into French in 1930. Despite having someone else's voice dubbed over hers, this remains a stunning tour de force for Louis Brooks. The fact that her singing voice is dubbed by the legendary Edith Piaf helps to mollify us purists about the dubbing deception. <br /><br />This is the story of Lulu and we first see her at a resort with her macho boyfriend, Andre (Georges Charlia) and their friend Antonin (Augusto Bandini). Lulu enters the frame as a pair of legs: we see her inside the car changing into her bathing costume. Lulu is very free with showing off her body and this does not sit well with the irksome Andre. When Lulu considers applying for the title of 'Miss Europe' we know that a happy ending is not going to be sitting at the end of Easy Street. <br /><br />The film seems to focus a lot on men ogling beautiful women. We see plenty of bathing beauties and the reactions of the men staring at them. But at the center of it all is the magnificent Louise Brooks. <br /><br />If you don't mind watching films from the bygone eras, then consider checking out this one. Louise Brooks is not a name that most average movie buffs may readily know but as soon as you see her you will be mesmerised and you'll want to know more. Also check her out in 'Pandora's Box' if you can find it.<br /><br />Be wary of the US Kino DVD release. I don't know if their projection speed is correct. A lot of the scenes appear to be shown at too fast a speed. This may have been the way they were shot. I don't know. But since it's the only way to see this film, it's worth swallowing that one minor bitter pill.",pos,2174_8.txt
70459,70459,train,"A parasite that's ""a combination of aphrodisiac and venereal disease, and will hopefully turn the world into one beautiful, mindless orgy"" is unleashed in a luxurious Canadian hotel. Despite director/writer David Cronenberg's script, ""Shivers"" isn't any great shakes as a bloody erotic horror. Mr. Cronenberg shows promise, however; and, there are at least three sexy scenes. First, you have luscious Lynn Lowry (as Forsythe) sexily undressing. Also, still beautiful Barbara Steele (as Betts) takes a bath; and, later, engages Susan Petrie (as Janine Tudor) in a seductive Lesbian kiss. Other than that, the movie features more bad hair than anything else. Cronenberg could have gotten off more steam by setting the maniacal sex parasites loose in a college. Paul Hampton (as Roger St Luc) emerges as the last man standing. Imaginatively re-titled ""They Came from Within"" and ""The Parasite Murders"".<br /><br />**** Shivers (10/10/75) David Cronenberg ~ Paul Hampton, Lynn Lowry, Barbara Steele, Joe Silver",unsup,28414_0.txt
96574,96574,train,"This is a below average movie that at best could have been an average thriller. The plot is confusing and has more holes than all the golf courses at Myrtle Beach. Britt Ekland is in a mental hospital relating her story to a psychiatrist about multiple murders on a boat.<br /><br />Her story starts as the newly weds (her and John Phillip Law, both trying to play characters 20 years younger) decide to spend their honey moon on a boat with 2 of his ex Viet Nam comrades and their sexy girlfriends. There are flashbacks of some Viet Nam war action thrown in. There are a few murders at the hospital with some one investigating the murders.<br /><br />Once on the boat people begin to get murdered one by one by what appears to be the ghost of a Viet Cong soldier. There are 2 people eventually left on the boat, Britt Ekland and a very sexy, spooky girlfriend of one of the other men. The 2 women left standing I suppose believe the other person is the murderer so Britt Ekland ends up killing her and that is the end of her story. The psychiatrist sort of says ""well OK"" walks away and hey its all over. <br /><br />You can watch this movie straight through without missing a second and still feel as though you walked away from it several times for 5 minutes.",unsup,6918_0.txt
39306,39306,train,"This is an excellent, fast paced thriller by Wes Craven (Nightmare on Elm Street), who for 85 minutes leaves aside the supernatural and presents us with something even more terrifying - the evil of human beings. We are far more likely to encounter the benign evil of Jackson Rippner than Freddy Kruger, and Cillian Murphy (Batman Begins) does an excellent job of presenting a sociable, friendly, even charismatic killer. The performances by Murphy and by Rachel McAdams (Claire, from The Wedding Crashers)are brilliant. Most of the film takes place on a very intimate level, between two people, their eyes, their faces. It is action on a small scale, not the broad sweep of the canvas, and it is no less compelling for these limitations. The cinematography is nothing special, though of course one can do only so much with a camera in the confines of a passenger jet, but the dialog is excellent, the story taut. There are no distractions, no subplots confuse the issue which is at its heart a battle between the main characters. By keeping his focus and avoiding distractions, Wes Craven is able to take what is a very minimal plot and turning it into an exciting, fast-paced action thriller.",pos,11626_9.txt
